ID_Cliente,Nota_Credito,Pais,Genero,Idade,Tempo_de_Conta,Saldo,Numero_Produtos,Cartao_Credito,Membro_Ativo,Salario,Abandonou
15799422,535,France,Female,40,8,"R$ 0,00",1,1,1,"R$ 27.689,77",0
15692750,629,Germany,Female,45,7,"R$ 129.818,39",3,1,0,"R$ 9.217,55",1
15794549,722,France,Female,35,2,"R$ 163.943,89",2,1,1,"R$ 15.068,18",0
15803764,561,France,Male,28,7,"R$ 0,00",2,1,0,"R$ 2,153,838,00",0
15674840,645,France,Female,38,5,"R$ 101.430,30",2,0,1,"R$ 4.400,32",0
15653762,501,France,Female,39,9,"R$ 117.301,66",1,0,0,"R$ 182.025,95",0
15581229,502,Germany,Female,32,1,"R$ 173.340,83",1,0,1,"R$ 122.763,95",0
15800228,652,Spain,Female,42,4,"R$ 0,00",2,1,1,"R$ 38.152,01",0
15656333,574,France,Female,33,3,"R$ 134.348,57",1,1,0,"R$ 63.163,99",0
15697497,518,France,Female,45,9,"R$ 105.525,65",2,1,1,"R$ 73.418,29",0
15585362,749,France,Female,60,6,"R$ 0,00",1,1,0,"R$ 17.978,68",1
15571928,679,France,Female,43,4,"R$ 0,00",3,1,0,"R$ 115.136,51",1
15785519,565,France,Male,36,6,"R$ 106.192,10",1,1,0,"R$ 149.575,59",0
15743007,643,France,Female,45,4,"R$ 45.144,43",1,1,0,"R$ 60.917,24",1
15777211,515,France,Male,65,7,"R$ 92.113,61",1,1,1,"R$ 142.548,33",0
15721935,521,France,Male,25,7,"R$ 0,00",2,1,1,"R$ 157.878,67",0
15591711,739,Spain,Male,38,0,"R$ 128.366,44",1,1,0,"R$ 12.796,43",0
15625021,585,France,Male,42,2,"R$ 0,00",2,1,1,"R$ 18.657,77",0
15702968,733,Germany,Male,74,3,"R$ 106.545,53",1,1,1,"R$ 134.589,58",0
15600462,542,France,Female,43,8,"R$ 145.618,37",1,0,1,"R$ 10.350,74",0
15768104,788,Spain,Male,37,8,"R$ 141.541,25",1,0,0,"R$ 66.013,27",0
15780140,435,Germany,Male,32,2,"R$ 57.017,06",2,1,1,"R$ 1,463,832,00",0
15585255,577,France,Male,42,9,"R$ 0,00",1,1,0,"R$ 74.077,91",0
15772781,703,France,Female,51,3,"R$ 0,00",3,1,1,"R$ 77.294,56",1
15669987,728,Germany,Female,35,8,"R$ 125.884,95",2,1,0,"R$ 54.359,02",1
15697000,728,Germany,Male,32,5,"R$ 61.825,50",1,1,1,"R$ 156.124,93",0
15733119,718,France,Male,35,8,"R$ 0,00",2,1,0,"R$ 94.820,85",0
15782390,621,France,Female,40,6,"R$ 0,00",1,1,0,"R$ 155.155,25",0
15654700,523,France,Female,40,2,"R$ 102.967,41",1,1,0,"R$ 128.702,10",1
15632210,657,Germany,Male,25,2,"R$ 171.770,55",1,1,0,"R$ 22.745,50",0
15642041,727,Germany,Male,40,1,"R$ 93.051,64",2,1,0,"R$ 71.865,31",1
15709737,643,France,Male,36,7,"R$ 161.064,64",2,0,1,"R$ 84.294,82",0
15792388,645,France,Female,48,7,"R$ 90.612,34",1,1,1,"R$ 149.139,13",0
15786014,568,France,Male,28,5,"R$ 145.105,64",2,1,0,"R$ 185.489,11",0
15794580,599,France,Male,58,4,"R$ 0,00",1,0,0,"R$ 176.407,15",1
15675964,672,France,Female,45,9,"R$ 0,00",1,1,1,"R$ 92.027,69",1
15814275,685,France,Male,33,6,"R$ 174.912,72",1,1,1,"R$ 43.932,54",0
15724848,516,France,Female,46,1,"R$ 104.947,72",1,1,0,"R$ 115.789,25",1
15754713,685,Spain,Male,31,10,"R$ 135.213,71",1,1,1,"R$ 125.777,28",0
15693814,806,Spain,Male,25,7,"R$ 0,00",2,1,0,"R$ 18.461,90",0
15599660,604,France,Male,36,6,"R$ 116.229,85",2,1,1,"R$ 79.633,38",0
15746490,648,Spain,Female,53,6,"R$ 111.201,41",1,1,1,"R$ 121.542,29",0
15566091,545,Spain,Female,32,4,"R$ 0,00",1,1,0,"R$ 94.739,20",0
15655961,756,Germany,Male,27,1,"R$ 131.899,00",1,1,0,"R$ 93.302,29",0
15710404,569,France,Male,35,10,"R$ 124.525,52",1,1,1,"R$ 193.793,78",0
15775625,596,France,Male,47,6,"R$ 0,00",1,1,0,"R$ 74.835,65",0
15792328,475,France,Male,39,6,"R$ 0,00",1,1,1,"R$ 56.999,90",1
15719856,646,France,Female,45,3,"R$ 47.134,75",1,1,1,"R$ 57.236,44",0
15593773,784,Spain,Male,35,3,"R$ 0,00",2,0,0,"R$ 81.483,64",0
15733114,552,Spain,Male,45,9,"R$ 0,00",2,1,0,"R$ 26.752,56",0
15797748,729,France,Male,44,5,"R$ 0,00",2,0,1,"R$ 9.200,54",0
15743411,609,Spain,Male,61,1,"R$ 0,00",1,1,0,"R$ 22.447,85",1
15753337,555,France,Male,51,5,"R$ 0,00",3,1,0,"R$ 189.122,89",1
15601026,572,Germany,Female,19,1,"R$ 138.657,08",1,1,1,"R$ 16.161,82",0
15658485,785,France,Female,34,9,"R$ 70.302,48",1,1,1,"R$ 68.600,36",0
15636731,714,Germany,Female,36,1,"R$ 101.609,01",2,1,1,"R$ 447,73",0
15628303,738,Spain,Male,35,3,"R$ 0,00",1,1,1,"R$ 15.650,73",0
15633461,639,Germany,Male,38,5,"R$ 130.170,82",1,1,1,"R$ 149.599,62",0
15677135,520,Germany,Male,61,8,"R$ 133.802,29",2,1,1,"R$ 90.304,01",0
15590876,764,France,Female,24,7,"R$ 106.234,02",1,0,0,"R$ 115.676,38",0
15790782,661,Spain,Male,39,6,"R$ 132.628,98",1,0,0,"R$ 38.812,67",0
15700476,564,Germany,Male,41,9,"R$ 103.522,75",2,1,1,"R$ 34.338,21",0
15634141,708,Germany,Female,42,8,"R$ 192.390,52",2,1,0,"R$ 823,36",0
15737795,512,Spain,Male,36,1,"R$ 0,00",1,0,1,"R$ 135.482,26",1
15790299,592,Spain,Male,37,9,"R$ 0,00",3,1,1,"R$ 10.656,89",0
15675316,619,France,Female,38,3,"R$ 0,00",2,0,1,"R$ 116.467,35",0
15613630,775,France,Male,52,8,"R$ 109.922,61",1,1,1,"R$ 96.823,32",1
15662100,850,Germany,Female,44,5,"R$ 128.605,32",1,0,1,"R$ 171.096,20",0
15668032,577,France,Female,37,4,"R$ 0,00",1,1,1,"R$ 79.881,39",0
15599289,724,France,Female,37,10,"R$ 68.598,56",1,1,0,"R$ 157.862,82",0
15754084,710,Spain,Male,35,1,"R$ 106.518,52",1,1,1,"R$ 127.951,81",0
15676521,696,France,Female,31,8,"R$ 0,00",2,0,0,"R$ 191.074,11",0
15804586,376,France,Female,46,6,"R$ 0,00",1,1,0,"R$ 157.333,69",1
15781465,675,Germany,Female,29,8,"R$ 121.326,42",1,1,0,"R$ 133.457,52",0
15729362,745,France,Male,36,8,"R$ 67.226,37",1,1,0,"R$ 130.789,60",0
15709295,697,Spain,Female,25,5,"R$ 82.931,85",2,1,1,"R$ 128.373,88",0
15745324,599,Spain,Female,39,4,"R$ 0,00",1,1,0,"R$ 194.273,20",1
15741336,715,France,Female,38,5,"R$ 118.590,41",1,1,1,"R$ 5.684,17",1
15783659,659,France,Male,67,4,"R$ 145.981,87",1,1,1,"R$ 131.043,20",0
15620981,684,France,Female,48,3,"R$ 73.309,38",1,0,0,"R$ 21.228,34",1
15630328,635,France,Female,48,8,"R$ 130.796,33",2,1,1,"R$ 43.250,30",0
15785899,789,Germany,Male,33,8,"R$ 151.607,56",1,1,0,"R$ 909,181,00",0
15606149,571,Germany,Female,66,9,"R$ 111.577,01",1,0,1,"R$ 189.271,90",0
15671139,694,Spain,Male,39,0,"R$ 107.042,74",1,1,1,"R$ 102.284,20",0
15660429,665,Spain,Female,42,2,"R$ 156.371,61",2,0,1,"R$ 156.774,94",1
15571002,706,France,Female,44,4,"R$ 129.605,99",1,0,0,"R$ 69.865,49",0
15631681,807,Spain,Female,43,0,"R$ 0,00",2,0,1,"R$ 85.523,24",0
15731522,771,Spain,Female,67,8,"R$ 0,00",2,1,1,"R$ 51.219,80",0
15619529,531,Spain,Male,27,8,"R$ 132.576,25",1,0,0,"R$ 7.222,92",0
15628034,629,France,Female,37,6,"R$ 129.101,30",1,1,1,"R$ 23.971,33",0
15686164,850,Germany,Female,31,1,"R$ 108.822,40",1,1,1,"R$ 132.173,31",0
15582797,685,Spain,Male,35,4,"R$ 137.948,51",1,1,0,"R$ 113.639,64",0
15753831,642,Spain,Male,32,7,"R$ 100.433,80",1,1,1,"R$ 39.768,59",0
15731815,529,Spain,Male,63,4,"R$ 96.134,11",3,1,0,"R$ 108.732,96",1
15580956,683,Germany,Female,43,4,"R$ 115.888,04",1,1,1,"R$ 117.349,19",1
15602084,663,France,Female,42,5,"R$ 124.626,07",1,1,1,"R$ 78.004,50",0
15589805,563,France,Female,34,6,"R$ 139.810,34",1,1,1,"R$ 152.417,79",0
15720893,637,Spain,Female,34,9,"R$ 0,00",2,0,0,"R$ 26.057,08",0
15641009,544,France,Male,37,3,"R$ 84.496,71",1,0,0,"R$ 79.972,09",0
15605926,649,Germany,Male,70,9,"R$ 116.854,71",2,0,1,"R$ 107.125,79",0
15805955,638,France,Female,48,10,"R$ 138.333,03",1,1,1,"R$ 47.679,14",0
15801488,723,France,Male,25,3,"R$ 0,00",2,1,1,"R$ 134.509,47",0
15605918,635,Germany,Male,43,5,"R$ 78.992,75",2,0,0,"R$ 153.265,31",0
15779711,750,Spain,Female,38,7,"R$ 97.257,41",2,0,1,"R$ 179.883,04",0
15705620,730,France,Male,34,5,"R$ 122.453,37",2,1,0,"R$ 138.882,98",0
15685357,750,Spain,Female,36,8,"R$ 112.940,07",1,0,1,"R$ 9.855,81",0
15570060,586,France,Female,43,8,"R$ 132.558,26",1,1,0,"R$ 67.046,83",1
15582616,520,France,Female,38,4,"R$ 0,00",2,1,0,"R$ 56.388,63",0
15799515,652,France,Female,48,8,"R$ 133.297,24",1,1,0,"R$ 77.764,37",0
15642937,550,France,Female,46,7,"R$ 0,00",2,1,0,"R$ 130.590,35",0
15624729,594,France,Male,27,0,"R$ 197.041,80",1,0,0,"R$ 151.912,49",0
15566156,749,Germany,Female,44,0,"R$ 71.497,79",2,0,0,"R$ 151.083,80",0
15792360,668,France,Male,32,7,"R$ 0,00",2,1,1,"R$ 777,37",0
15807008,614,Germany,Female,35,6,"R$ 128.100,28",1,0,0,"R$ 69.454,24",1
15704770,773,France,Male,25,1,"R$ 124.532,78",2,0,1,"R$ 11.723,57",0
15756475,551,Germany,Male,31,9,"R$ 82.293,82",2,1,1,"R$ 91.565,25",0
15655339,566,France,Male,36,1,"R$ 142.120,91",1,1,0,"R$ 79.616,37",0
15613749,569,Spain,Male,34,0,"R$ 151.839,26",1,1,0,"R$ 102.299,81",1
15664521,659,Spain,Male,31,7,"R$ 149.620,88",2,1,1,"R$ 104.533,51",0
15681206,722,France,Female,49,3,"R$ 168.197,66",1,1,0,"R$ 140.765,57",1
15745527,655,France,Male,37,5,"R$ 93.147,00",2,1,0,"R$ 66.214,13",0
15806926,615,France,Female,35,2,"R$ 97.440,02",2,1,1,"R$ 139.816,10",0
15724563,752,Germany,Female,42,3,"R$ 65.046,08",2,0,1,"R$ 140.139,28",0
15782899,661,Spain,Female,28,7,"R$ 95.357,49",1,0,0,"R$ 102.297,15",0
15623521,838,Spain,Male,43,9,"R$ 123.105,88",2,1,0,"R$ 145.765,83",0
15810218,610,Spain,Male,29,9,"R$ 0,00",3,0,1,"R$ 83.912,24",0
15645621,811,Spain,Male,44,3,"R$ 0,00",2,0,1,"R$ 78.439,73",0
15608114,587,Spain,Male,62,7,"R$ 121.286,27",1,0,1,"R$ 6.776,92",0
15659557,811,Germany,Female,28,4,"R$ 167.738,82",2,1,1,"R$ 9.903,42",0
15787772,759,France,Female,38,1,"R$ 104.091,29",1,0,0,"R$ 91.561,91",0
15691111,648,Germany,Female,42,8,"R$ 121.980,56",2,1,0,"R$ 776,904,00",0
15592089,788,France,Female,43,10,"R$ 0,00",2,1,1,"R$ 116.111,51",0
15633897,725,Germany,Male,39,1,"R$ 50.880,98",2,1,1,"R$ 184.023,54",0
15701301,646,France,Female,42,3,"R$ 175.159,90",2,0,0,"R$ 67.124,48",1
15723685,601,Germany,Female,26,7,"R$ 105.514,69",2,1,0,"R$ 50.070,59",0
15701602,521,Germany,Male,52,5,"R$ 116.497,31",3,0,0,"R$ 53.793,10",1
15739189,561,Spain,Female,33,6,"R$ 0,00",2,1,0,"R$ 45.261,47",0
15573086,564,France,Male,42,7,"R$ 99.824,45",1,1,1,"R$ 36.721,40",0
15569050,444,France,Male,45,6,"R$ 0,00",1,1,0,"R$ 130.009,85",1
15750765,650,Spain,Male,71,0,"R$ 0,00",1,1,1,"R$ 175.380,77",0
15799811,724,France,Male,40,10,"R$ 0,00",1,1,0,"R$ 127.847,25",1
15698442,719,Spain,Male,35,3,"R$ 122.964,88",1,1,1,"R$ 138.231,70",0
15655274,548,France,Female,29,4,"R$ 0,00",2,0,1,"R$ 48.673,18",0
15603594,635,Spain,Male,24,4,"R$ 0,00",2,1,1,"R$ 70.668,77",0
15585961,496,Spain,Female,43,3,"R$ 0,00",2,0,1,"R$ 199.505,53",0
15686936,676,France,Female,37,5,"R$ 89.634,69",1,1,1,"R$ 169.583,18",1
15770424,541,Germany,Male,40,7,"R$ 95.710,11",2,1,0,"R$ 49.063,42",0
15587451,778,Germany,Male,41,7,"R$ 139.706,31",1,1,0,"R$ 63.337,19",0
15602010,850,Germany,Female,45,5,"R$ 103.909,86",1,1,0,"R$ 60.083,11",1
15600583,633,France,Male,31,1,"R$ 0,00",1,1,0,"R$ 48.606,71",0
15654673,625,France,Male,49,6,"R$ 173.434,90",1,1,0,"R$ 165.580,93",1
15717164,485,Spain,Male,32,6,"R$ 102.238,01",2,1,1,"R$ 194.010,12",0
15765014,547,France,Female,48,1,"R$ 179.380,74",2,0,1,"R$ 69.263,10",0
15682639,642,France,Male,32,3,"R$ 0,00",2,1,1,"R$ 88.698,83",0
15729279,718,France,Female,25,4,"R$ 108.691,95",1,1,0,"R$ 63.030,97",0
15759805,582,France,Female,32,4,"R$ 0,00",2,1,0,"R$ 59.668,81",0
15767864,628,France,Male,33,6,"R$ 0,00",2,0,0,"R$ 184.230,23",0
15769948,737,Germany,Male,35,0,"R$ 133.377,80",1,0,1,"R$ 64.050,19",0
15686345,828,Spain,Male,34,9,"R$ 0,00",2,1,1,"R$ 81.853,98",0
15688071,609,Spain,Male,53,10,"R$ 0,00",1,1,1,"R$ 154.642,91",0
15681174,730,France,Male,39,1,"R$ 116.537,60",1,0,0,"R$ 145.679,60",0
15667521,631,France,Female,22,3,"R$ 0,00",2,0,0,"R$ 30.781,77",0
15750243,830,Spain,Male,40,4,"R$ 0,00",2,0,1,"R$ 81.622,52",0
15695475,645,France,Male,29,1,"R$ 130.131,08",2,0,1,"R$ 196.474,35",0
15689176,663,France,Male,46,3,"R$ 0,00",2,0,1,"R$ 176.276,10",0
15652955,678,Spain,Male,30,0,"R$ 0,00",1,1,0,"R$ 35.113,08",0
15668958,521,France,Male,30,2,"R$ 107.316,09",1,1,0,"R$ 64.299,82",0
15631054,625,France,Female,24,1,"R$ 0,00",2,1,1,"R$ 180.969,55",0
15581479,523,France,Male,30,1,"R$ 83.181,29",1,1,1,"R$ 138.176,78",0
15577478,714,France,Female,72,3,"R$ 0,00",1,1,1,"R$ 86.733,61",0
15780870,580,Spain,Male,67,3,"R$ 153.946,14",1,1,1,"R$ 7.418,92",0
15692317,722,France,Male,30,5,"R$ 0,00",2,1,0,"R$ 166.376,54",0
15593969,630,Spain,Female,39,7,"R$ 135.483,17",1,1,0,"R$ 140.881,20",1
15570417,579,France,Male,35,1,"R$ 0,00",2,1,0,"R$ 935,054,00",0
15779059,670,France,Female,38,4,"R$ 119.624,54",2,1,1,"R$ 110.472,12",0
15785980,588,Spain,Male,34,6,"R$ 121.132,26",2,1,0,"R$ 86.460,28",0
15644200,807,Spain,Female,42,1,"R$ 0,00",1,1,0,"R$ 16.500,66",1
15793949,726,France,Female,48,4,"R$ 0,00",1,1,0,"R$ 114.020,06",1
15645103,812,Germany,Male,25,5,"R$ 54.817,55",1,1,0,"R$ 131.660,31",0
15705860,631,Germany,Male,40,3,"R$ 107.949,45",1,1,0,"R$ 52.449,62",1
15623828,682,France,Male,30,4,"R$ 0,00",1,0,1,"R$ 161.465,31",0
15715003,625,Spain,Female,49,2,"R$ 80.816,45",1,1,1,"R$ 20.018,79",0
15623471,607,Germany,Male,38,3,"R$ 98.205,77",1,1,0,"R$ 176.318,27",0
15798348,600,Spain,Female,50,6,"R$ 94.684,27",1,1,1,"R$ 50.488,91",0
15743016,602,Spain,Female,22,7,"R$ 141.604,76",1,1,0,"R$ 30.379,60",0
15769499,545,Spain,Female,74,3,"R$ 0,00",2,1,1,"R$ 161.326,73",0
15798521,675,Spain,Male,33,3,"R$ 0,00",2,1,0,"R$ 45.348,08",0
15706534,581,France,Female,47,1,"R$ 122.949,14",1,0,0,"R$ 180.251,68",1
15706186,640,Germany,Male,33,8,"R$ 81.677,22",2,0,0,"R$ 34.925,56",0
15812197,850,France,Male,38,7,"R$ 80.293,98",1,0,0,"R$ 126.555,74",0
15650933,490,Spain,Female,48,8,"R$ 155.413,06",1,1,0,"R$ 187.921,30",0
15692991,710,Spain,Female,38,4,"R$ 0,00",2,1,1,"R$ 136.390,88",0
15631189,613,Germany,Male,38,9,"R$ 67.111,65",1,1,0,"R$ 78.566,64",1
15762198,812,France,Male,34,5,"R$ 103.818,43",1,1,1,"R$ 166.038,27",0
15699598,723,France,Female,20,4,"R$ 0,00",2,1,1,"R$ 140.385,33",0
15692744,512,France,Male,36,4,"R$ 152.169,12",2,0,0,"R$ 38.629,30",1
15688963,731,France,Female,52,10,"R$ 0,00",1,1,1,"R$ 24.998,75",1
15599131,650,Germany,Male,26,4,"R$ 214.346,96",2,1,0,"R$ 128.815,33",0
15680303,594,France,Male,57,6,"R$ 0,00",1,1,0,"R$ 19.376,56",1
15628674,844,France,Male,40,7,"R$ 113.348,14",1,1,0,"R$ 31.904,31",1
15648075,686,Germany,Female,47,5,"R$ 170.935,94",1,1,0,"R$ 173.179,79",1
15586970,695,Germany,Male,52,8,"R$ 103.023,26",1,1,1,"R$ 22.485,64",0
15625698,624,Spain,Female,23,6,"R$ 0,00",2,0,1,"R$ 196.668,51",0
15790497,503,Spain,Male,37,6,"R$ 0,00",2,0,0,"R$ 136.506,86",0
15682618,535,France,Female,31,7,"R$ 111.855,04",2,1,1,"R$ 36.278,89",0
15762937,743,Germany,Female,32,6,"R$ 140.348,56",2,1,1,"R$ 163.254,39",0
15750929,702,Spain,Male,39,8,"R$ 0,00",2,1,0,"R$ 99.654,13",0
15729832,658,France,Male,29,3,"R$ 145.512,84",1,1,0,"R$ 20.207,02",0
15633650,677,Germany,Female,41,8,"R$ 146.720,98",2,1,1,"R$ 4.195,84",0
15748856,664,France,Male,32,10,"R$ 107.209,73",1,1,1,"R$ 112.340,20",0
15589195,766,Germany,Female,38,7,"R$ 130.933,74",1,0,1,"R$ 2.035,94",0
15699911,461,Spain,Female,35,8,"R$ 0,00",1,1,0,"R$ 132.295,95",0
15663438,688,Spain,Male,36,0,"R$ 89.772,30",1,1,0,"R$ 177.383,68",1
15692583,678,France,Female,32,5,"R$ 0,00",2,1,0,"R$ 90.284,47",0
15591257,796,France,Male,24,8,"R$ 0,00",2,1,0,"R$ 61.349,37",0
15646513,803,France,Male,42,5,"R$ 0,00",1,1,0,"R$ 196.466,83",1
15708063,712,France,Male,36,2,"R$ 100.749,50",3,0,0,"R$ 70.758,37",1
15696098,498,France,Female,31,10,"R$ 0,00",2,1,0,"R$ 13.892,57",0
15645517,850,Spain,Male,22,2,"R$ 0,00",2,1,1,"R$ 9.684,52",0
15649744,628,France,Female,51,3,"R$ 123.981,31",2,1,1,"R$ 40.546,15",0
15604304,539,Germany,Female,34,4,"R$ 91.622,42",1,1,1,"R$ 136.603,42",0
15784092,732,France,Male,36,7,"R$ 126.195,81",1,1,1,"R$ 133.172,48",0
15585198,715,France,Male,41,4,"R$ 94.267,90",1,0,1,"R$ 152.821,12",1
15624347,651,France,Male,40,4,"R$ 0,00",2,1,1,"R$ 147.715,83",0
15621687,813,France,Male,34,0,"R$ 0,00",2,1,0,"R$ 43.169,15",0
15689081,692,France,Male,29,4,"R$ 0,00",1,1,0,"R$ 76.755,99",1
15813168,756,Germany,Female,39,3,"R$ 100.717,85",3,1,1,"R$ 73.406,04",1
15604295,543,France,Male,36,6,"R$ 0,00",2,1,0,"R$ 176.728,28",0
15724127,790,France,Female,26,4,"R$ 141.581,71",2,0,0,"R$ 98.309,27",0
15673055,494,Spain,Male,38,7,"R$ 0,00",2,1,1,"R$ 6.203,66",0
15768201,850,France,Female,39,2,"R$ 148.586,64",1,1,1,"R$ 176.791,27",0
15782219,703,Spain,Male,29,9,"R$ 0,00",2,1,0,"R$ 50.679,48",0
15746410,432,Spain,Male,38,7,"R$ 0,00",2,1,0,"R$ 150.580,88",0
15780144,512,Germany,Female,32,2,"R$ 123.403,85",2,1,0,"R$ 80.120,19",0
15590476,589,France,Male,28,7,"R$ 0,00",2,1,0,"R$ 151.645,96",0
15624293,514,France,Female,46,3,"R$ 106.511,85",1,1,0,"R$ 55.072,32",0
15618182,678,France,Female,38,2,"R$ 0,00",2,0,0,"R$ 115.068,99",0
15660316,420,Germany,Female,34,1,"R$ 135.549,90",1,0,0,"R$ 149.471,13",1
15678886,679,Germany,Male,38,7,"R$ 110.555,37",2,1,0,"R$ 46.522,68",0
15616330,595,France,Male,31,4,"R$ 0,00",2,1,0,"R$ 189.995,86",0
15592229,713,France,Female,52,0,"R$ 185.891,54",1,1,1,"R$ 46.369,57",1
15798424,833,Germany,Male,59,1,"R$ 130.854,59",1,1,1,"R$ 30.722,52",1
15714750,690,France,Female,42,3,"R$ 92.578,14",2,0,0,"R$ 70.810,60",0
15648800,731,Germany,Female,21,8,"R$ 132.312,06",1,1,0,"R$ 106.663,46",1
15626147,608,France,Female,62,8,"R$ 144.976,50",1,0,0,"R$ 175.836,03",1
15626608,479,Spain,Male,48,5,"R$ 87.070,23",1,0,1,"R$ 85.646,41",0
15723250,519,France,Male,42,8,"R$ 0,00",2,1,1,"R$ 101.485,72",0
15592583,731,France,Female,47,1,"R$ 115.414,19",3,0,0,"R$ 191.734,67",1
15759381,617,Spain,Male,61,7,"R$ 91.070,43",1,1,1,"R$ 101.839,77",0
15585241,756,Spain,Male,29,2,"R$ 117.412,19",2,1,0,"R$ 4.888,91",0
15589358,848,Germany,Male,31,4,"R$ 90.018,45",2,1,0,"R$ 193.132,98",0
15672704,809,France,Female,24,4,"R$ 0,00",2,1,0,"R$ 193.518,76",0
15789955,698,Germany,Male,56,1,"R$ 112.414,81",2,0,0,"R$ 93.982,02",1
15596800,779,Germany,Male,33,1,"R$ 158.456,76",1,1,1,"R$ 197.000,92",1
15627305,606,Spain,Male,35,7,"R$ 0,00",1,1,0,"R$ 106.837,06",1
15645316,612,Germany,Female,58,1,"R$ 149.641,53",1,1,1,"R$ 115.161,28",0
15593973,663,Spain,Female,33,8,"R$ 122.528,18",1,1,0,"R$ 196.260,30",0
15647301,549,Germany,Female,45,3,"R$ 143.734,01",2,1,1,"R$ 96.404,38",0
15750258,675,France,Female,32,2,"R$ 155.663,31",1,1,0,"R$ 97.658,66",0
15685309,669,France,Female,35,7,"R$ 0,00",1,1,1,"R$ 49.108,23",1
15628205,571,Germany,Female,34,1,"R$ 101.736,66",1,0,1,"R$ 195.651,66",0
15733974,500,Spain,Male,37,9,"R$ 125.822,21",1,1,0,"R$ 111,698,00",0
15762110,628,France,Male,37,0,"R$ 0,00",2,1,1,"R$ 171.707,93",0
15706899,559,France,Male,34,4,"R$ 0,00",2,1,1,"R$ 66.721,98",0
15732660,769,France,Female,27,2,"R$ 0,00",1,1,1,"R$ 57.876,05",0
15656121,733,Germany,Male,31,6,"R$ 157.791,07",2,0,0,"R$ 177.994,81",0
15614220,750,France,Male,22,5,"R$ 0,00",2,0,1,"R$ 105.125,65",0
15645269,583,France,Female,42,4,"R$ 0,00",2,1,0,"R$ 17.439,66",0
15698510,468,Germany,Male,42,9,"R$ 181.627,14",2,1,0,"R$ 172.668,39",0
15569247,727,Spain,Female,57,1,"R$ 109.679,72",1,0,1,"R$ 753,37",0
15566251,618,France,Female,37,5,"R$ 96.652,86",1,1,0,"R$ 98.686,40",1
15716134,617,France,Male,40,5,"R$ 190.008,32",2,1,1,"R$ 107.047,92",0
15763625,793,Spain,Male,41,9,"R$ 0,00",2,1,0,"R$ 152.153,74",0
15605965,630,France,Male,43,9,"R$ 0,00",2,1,1,"R$ 34.338,04",0
15694821,765,Germany,Male,43,4,"R$ 148.962,76",1,0,1,"R$ 173.878,87",1
15601688,546,France,Male,28,8,"R$ 0,00",1,1,0,"R$ 159.254,29",0
15575581,614,Germany,Female,30,3,"R$ 131.344,52",2,1,0,"R$ 54.776,64",0
15671209,593,Germany,Female,29,5,"R$ 101.713,84",3,1,0,"R$ 134.594,99",0
15616529,613,Spain,Male,34,3,"R$ 0,00",1,1,1,"R$ 41.724,72",0
15773906,655,France,Male,38,4,"R$ 0,00",2,0,0,"R$ 110.527,71",0
15722993,700,France,Female,27,6,"R$ 137.963,07",1,0,0,"R$ 8.996,79",0
15752463,826,Spain,Female,29,4,"R$ 129.938,07",1,0,1,"R$ 190.200,53",0
15589754,652,Germany,Male,45,2,"R$ 151.421,44",1,0,1,"R$ 115.333,43",0
15669899,755,Germany,Female,45,7,"R$ 135.643,00",1,0,0,"R$ 143.619,52",1
15766887,538,Spain,Male,39,2,"R$ 122.773,50",2,1,1,"R$ 58.467,08",0
15768006,729,France,Male,34,3,"R$ 152.303,80",1,1,0,"R$ 12.128,69",0
15741295,615,France,Male,49,3,"R$ 0,00",2,1,1,"R$ 49.872,33",0
15811327,700,Spain,Male,54,1,"R$ 79.415,67",1,0,1,"R$ 139.735,54",0
15690007,434,Germany,Female,58,9,"R$ 125.801,03",2,1,0,"R$ 60.891,80",1
15690664,729,Spain,Male,37,10,"R$ 0,00",2,1,0,"R$ 100.862,54",0
15719348,513,France,Male,35,8,"R$ 0,00",1,1,0,"R$ 76.640,29",1
15781802,755,France,Male,41,6,"R$ 104.817,41",1,1,0,"R$ 126.013,58",1
15752731,615,France,Female,30,9,"R$ 0,00",1,1,0,"R$ 87.347,82",0
15600997,747,Germany,Female,32,5,"R$ 67.495,04",2,0,1,"R$ 77.370,37",0
15750776,850,France,Female,36,0,"R$ 164.850,54",1,1,1,"R$ 62.722,44",0
15723907,712,Germany,Female,49,5,"R$ 154.776,42",2,0,0,"R$ 196.257,68",0
15633419,622,Germany,Female,28,1,"R$ 143.124,63",2,1,0,"R$ 81.723,80",0
15702430,548,France,Female,35,10,"R$ 0,00",1,1,1,"R$ 31.299,71",0
15710456,607,France,Female,27,2,"R$ 0,00",2,1,0,"R$ 63.495,86",0
15650351,653,France,Female,38,8,"R$ 102.133,38",1,1,1,"R$ 166.520,96",0
15590820,699,Spain,Male,26,6,"R$ 79.932,41",1,0,0,"R$ 150.242,44",0
15640454,693,Germany,Male,40,0,"R$ 120.711,73",1,0,0,"R$ 27.345,18",1
15697789,647,Germany,Female,43,3,"R$ 122.717,53",2,1,1,"R$ 87.000,39",0
15808182,478,Spain,Female,36,3,"R$ 92.363,30",2,1,0,"R$ 44.912,70",0
15588670,705,Spain,Female,40,5,"R$ 203.715,15",1,1,0,"R$ 179.978,68",1
15721292,719,Spain,Male,39,5,"R$ 0,00",2,1,0,"R$ 145.759,70",0
15604217,726,France,Male,34,9,"R$ 0,00",2,0,0,"R$ 14.121,61",0
